case,phase,elapsed_s,sim_frame,target_mps,speed_mps,throttle,brake,gear,reverse,manual_gear_shift,speed_error_mps,throttle_ff
decel_0.7_to_0.5,pre,1.7,1797357,0.7,0.5558001008699605,0.8908112049102783,0.0,1,0,0,0.148013167114163,0.633
decel_0.7_to_0.5,pre,1.72,1797358,0.7,0.5598543627851067,0.8875699043273926,0.0,1,0,0,0.1441998991300395,0.633
decel_0.7_to_0.5,pre,1.74,1797359,0.7,0.564122820422303,0.8841238021850586,0.0,1,0,0,0.14014563721489326,0.633
decel_0.7_to_0.5,pre,1.76,1797360,0.7,0.5685790093647737,0.8804956078529358,0.0,1,0,0,0.13587717957769696,0.633
decel_0.7_to_0.5,pre,1.78,1797361,0.7,0.5731969896317083,0.8767078518867493,0.0,1,0,0,0.13142099063522628,0.633
decel_0.7_to_0.5,pre,1.8,1797362,0.7,0.5779517749463247,0.8727825880050659,0.0,1,0,0,0.12680301036829167,0.633
decel_0.7_to_0.5,pre,1.82,1797363,0.7,0.5828192850276912,0.868740975856781,0.0,1,0,0,0.1220482250536753,0.633
decel_0.7_to_0.5,pre,1.84,1797364,0.7,0.5877761071338731,0.864603579044342,0.0,1,0,0,0.11718071497230875,0.633
decel_0.7_to_0.5,pre,1.86,1797365,0.7,0.5928002113255394,0.860390305519104,0.0,1,0,0,0.11222389286612688,0.633
decel_0.7_to_0.5,pre,1.8800000000000001,1797366,0.7,0.5978709505088645,0.8561198115348816,0.0,1,0,0,0.10719978867446056,0.633
decel_0.7_to_0.5,pre,1.9000000000000001,1797367,0.7,0.6029686790075057,0.8518096804618835,0.0,1,0,0,0.10212904949113544,0.633
decel_0.7_to_0.5,pre,1.92,1797368,0.7,0.6080751815120858,0.847476601600647,0.0,1,0,0,0.09703132099249423,0.633
decel_0.7_to_0.5,pre,1.94,1797369,0.7,0.6131739594797614,0.8431360721588135,0.0,1,0,0,0.09192481848791412,0.633
decel_0.7_to_0.5,pre,1.96,1797370,0.7,0.618249181889755,0.83880215883255,0.0,1,0,0,0.08682604052023857,0.633
decel_0.7_to_0.5,pre,1.98,1797371,0.7,0.6232875448963666,0.8344882130622864,0.0,1,0,0,0.08175081811024498,0.633
decel_0.7_to_0.5,pre,2.0,1797372,0.7,0.6282756493453874,0.8302055597305298,0.0,1,0,0,0.07671245510363334,0.633
decel_0.7_to_0.5,pre,2.02,1797373,0.7,0.63320233719664,0.8259657025337219,0.0,1,0,0,0.07172435065461258,0.633
decel_0.7_to_0.5,pre,2.04,1797374,0.7,0.6380575948812945,0.8217779994010925,0.0,1,0,0,0.06679766280335997,0.633
decel_0.7_to_0.5,pre,2.06,1797375,0.7,0.6428323624132858,0.8176510334014893,0.0,1,0,0,0.06194240511870541,0.633
decel_0.7_to_0.5,pre,2.08,1797376,0.7,0.6475187243131194,0.8135924935340881,0.0,1,0,0,0.05716763758671417,0.633
decel_0.7_to_0.5,pre,2.1,1797377,0.7,0.652109957122355,0.809609055519104,0.0,1,0,0,0.052481275686880546,0.633
decel_0.7_to_0.5,pre,2.12,1797378,0.7,0.6566002433905503,0.8057065606117249,0.0,1,0,0,0.04789004287764498,0.633
decel_0.7_to_0.5,pre,2.14,1797379,0.7,0.6609847671164493,0.8018897771835327,0.0,1,0,0,0.04339975660944961,0.633
decel_0.7_to_0.5,pre,2.16,1797380,0.7,0.6652595227848277,0.7981629371643066,0.0,1,0,0,0.03901523288355069,0.633
decel_0.7_to_0.5,pre,2.18,1797381,0.7,0.6694213155854204,0.794529378414154,0.0,1,0,0,0.03474047721517226,0.633
decel_0.7_to_0.5,pre,2.2,1797382,0.7,0.6734675229100485,0.7909919023513794,0.0,1,0,0,0.03057868441457956,0.633
decel_0.7_to_0.5,pre,2.22,1797383,0.7,0.677396571192377,0.7875525951385498,0.0,1,0,0,0.026532477089951434,0.633
decel_0.7_to_0.5,pre,2.24,1797384,0.7,0.681206743777083,0.7842128872871399,0.0,1,0,0,0.022603428807623005,0.633
decel_0.7_to_0.5,pre,2.2600000000000002,1797385,0.7,0.684897802269053,0.780974268913269,0.0,1,0,0,0.018793256222916943,0.633
decel_0.7_to_0.5,pre,2.2800000000000002,1797386,0.7,0.6884692698109873,0.7778368592262268,0.0,1,0,0,0.015102197730947009,0.633
decel_0.7_to_0.5,pre,2.3000000000000003,1797387,0.7,0.6919213371558056,0.7748011350631714,0.0,1,0,0,0.011530730189012628,0.633
decel_0.7_to_0.5,pre,2.32,1797388,0.7,0.6952549102701852,0.7718668580055237,0.0,1,0,0,0.00807866284419434,0.633
decel_0.7_to_0.5,pre,2.34,1797389,0.7,0.6984707997982161,0.7690333127975464,0.0,1,0,0,0.0047450897298148,0.633
decel_0.7_to_0.5,pre,2.36,1797390,0.7,0.7015701024579424,0.766299843788147,0.0,1,0,0,0.0015292002017838202,0.633
decel_0.7_to_0.5,pre,2.38,1797391,0.7,0.7045546301912684,0.7636585235595703,0.0,1,0,0,-0.0015701024579424239,0.633
decel_0.7_to_0.5,pre,2.4,1797392,0.7,0.7074259089434384,0.7611016035079956,0.0,1,0,0,-0.0045546301912684495,0.633
decel_0.7_to_0.5,pre,2.42,1797393,0.7,0.7101860367830869,0.7586283683776855,0.0,1,0,0,-0.0074259089434384196,0.633
decel_0.7_to_0.5,pre,2.44,1797394,0.7,0.7128369687125462,0.7562374472618103,0.0,1,0,0,-0.010186036783086938,0.633
decel_0.7_to_0.5,pre,2.46,1797395,0.7,0.7153810412815528,0.7539276480674744,0.0,1,0,0,-0.012836968712546248,0.633
decel_0.7_to_0.5,pre,2.48,1797396,0.7,0.7178204478996798,0.7516975402832031,0.0,1,0,0,-0.01538104128155282,0.633
decel_0.7_to_0.5,pre,2.5,1797397,0.7,0.7201574774201317,0.7495456337928772,0.0,1,0,0,-0.017820447899679848,0.633
decel_0.7_to_0.5,decel,0.02,1797398,0.5,0.7222122666413433,0.0,0.35225197672843933,1,0,0,-0.2201574774201317,0.515
decel_0.7_to_0.5,decel,0.04,1797399,0.5,0.723251391369643,0.0,0.35553961992263794,1,0,0,-0.2222122666413433,0.515
decel_0.7_to_0.5,decel,0.06,1797400,0.5,0.7228939536740767,0.0,0.3572022318840027,1,0,0,-0.223251391369643,0.515
decel_0.7_to_0.5,decel,0.08,1797401,0.5,0.7210522156135375,0.0,0.3566303253173828,1,0,0,-0.22289395367407672,0.515
decel_0.7_to_0.5,decel,0.1,1797402,0.5,0.7179222529850289,0.0,0.3536835312843323,1,0,0,-0.2210522156135375,0.515
decel_0.7_to_0.5,decel,0.12,1797403,0.5,0.7136556524930487,0.0,0.34867560863494873,1,0,0,-0.21792225298502887,0.515
decel_0.7_to_0.5,decel,0.14,1797404,0.5,0.708377917721547,0.0,0.34184905886650085,1,0,0,-0.21365565249304874,0.515
decel_0.7_to_0.5,decel,0.16,1797405,0.5,0.7021772157700844,0.0,0.33340466022491455,1,0,0,-0.208377917721547,0.515
decel_0.7_to_0.5,decel,0.18,1797406,0.5,0.6951188732663005,0.0,0.32348355650901794,1,0,0,-0.2021772157700844,0.515
decel_0.7_to_0.5,decel,0.2,1797407,0.5,0.6872568203436275,0.0,0.3121902048587799,1,0,0,-0.1951188732663005,0.515
decel_0.7_to_0.5,decel,0.22,1797408,0.5,0.678642793775701,0.0,0.2996109127998352,1,0,0,-0.18725682034362745,0.515
decel_0.7_to_0.5,decel,0.24,1797409,0.5,0.6693332034647443,0.0,0.28582847118377686,1,0,0,-0.17864279377570103,0.515
decel_0.7_to_0.5,decel,0.26,1797410,0.5,0.6593944727895324,0.0,0.2709331214427948,1,0,0,-0.16933320346474434,0.515
decel_0.7_to_0.5,decel,0.28,1797411,0.5,0.6489058998850907,0.0,0.25503116846084595,1,0,0,-0.15939447278953245,0.515
decel_0.7_to_0.5,decel,0.3,1797412,0.5,0.6379599912630125,0.0,0.23824943602085114,1,0,0,-0.14890589988509073,0.515
decel_0.7_to_0.5,decel,0.32,1797413,0.5,0.6266620327187014,0.0,0.22073598206043243,1,0,0,-0.1379599912630125,0.515
decel_0.7_to_0.5,decel,0.34,1797414,0.5,0.6151238903465458,0.0,0.2026592493057251,1,0,0,-0.12666203271870136,0.515
decel_0.7_to_0.5,decel,0.36,1797415,0.5,0.6034477026952433,0.0,0.18419823050498962,1,0,0,-0.1151238903465458,0.515
decel_0.7_to_0.5,decel,0.38,1797416,0.5,0.5917211599481191,0.0,0.16551631689071655,1,0,0,-0.10344770269524328,0.515
decel_0.7_to_0.5,decel,0.4,1797417,0.5,0.5800208419256816,0.0,0.14675386250019073,1,0,0,-0.09172115994811914,0.515
decel_0.7_to_0.5,decel,0.42,1797418,0.5,0.5684098338935073,0.0,0.1280333399772644,1,0,0,-0.0800208419256816,0.515
decel_0.7_to_0.5,decel,0.44,1797419,0.5,0.5569293342088609,0.0,0.10945573449134827,1,0,0,-0.0684098338935073,0.515
decel_0.7_to_0.5,decel,0.46,1797420,0.5,0.5456027551557026,0.0,0.09108693152666092,1,0,0,-0.05692933420886093,0.515
decel_0.7_to_0.5,decel,0.48,1797421,0.5,0.5344412072409941,0.0,0.07296440750360489,1,0,0,-0.04560275515570256,0.515
decel_0.7_to_0.5,decel,0.5,1797422,0.5,0.5234482190078952,0.0,0.05510593205690384,1,0,0,-0.03444120724099409,0.515
decel_0.7_to_0.5,decel,0.52,1797423,0.5,0.5127316525684933,0.4949658513069153,0.0,1,0,0,-0.023448219007895177,0.515
decel_0.7_to_0.5,decel,0.54,1797424,0.5,0.5024394770373509,0.5040189027786255,0.0,1,0,0,-0.01273165256849329,0.515
decel_0.7_to_0.5,decel,0.56,1797425,0.5,0.49277683321811344,0.5127565264701843,0.0,1,0,0,-0.0024394770373509234,0.515
decel_0.7_to_0.5,decel,0.58,1797426,0.5,0.4841958762841908,0.5210015773773193,0.0,1,0,0,0.007223166781886559,0.515
decel_0.7_to_0.5,decel,0.6,1797427,0.5,0.47425637139958543,0.528364896774292,0.0,1,0,0,0.015804123715809193,0.515
decel_0.7_to_0.5,decel,0.62,1797428,0.5,0.4658987678088399,0.5369267463684082,0.0,1,0,0,0.02574362860041457,0.515
decel_0.7_to_0.5,decel,0.64,1797429,0.5,0.45894730480936385,0.5441807508468628,0.0,1,0,0,0.034101232191160125,0.515
decel_0.7_to_0.5,decel,0.66,1797430,0.5,0.45323284929394986,0.550270140171051,0.0,1,0,0,0.041052695190636146,0.515
decel_0.7_to_0.5,decel,0.68,1797431,0.5,0.44859513709230614,0.5553331971168518,0.0,1,0,0,0.04676715070605014,0.515
decel_0.7_to_0.5,decel,0.7000000000000001,1797432,0.5,0.4448839652291306,0.5595014095306396,0.0,1,0,0,0.05140486290769386,0.515
decel_0.7_to_0.5,decel,0.72,1797433,0.5,0.44196262507777123,0.5628984570503235,0.0,1,0,0,0.055116034770869404,0.515
decel_0.7_to_0.5,decel,0.74,1797434,0.5,0.4397094282516978,0.565636932849884,0.0,1,0,0,0.05803737492222877,0.515
decel_0.7_to_0.5,decel,0.76,1797435,0.5,0.4380177543075077,0.5678174495697021,0.0,1,0,0,0.06029057174830221,0.515
decel_0.7_to_0.5,decel,0.78,1797436,0.5,0.4367951447801697,0.5695281028747559,0.0,1,0,0,0.06198224569249228,0.515
decel_0.7_to_0.5,decel,0.8,1797437,0.5,0.4359617296580794,0.5708454251289368,0.0,1,0,0,0.06320485521983032,0.515
decel_0.7_to_0.5,decel,0.8200000000000001,1797438,0.5,0.43544932131318215,0.5718355774879456,0.0,1,0,0,0.06403827034192061,0.515
decel_0.7_to_0.5,decel,0.84,1797439,0.5,0.4351999841493169,0.5725551247596741,0.0,1,0,0,0.06455067868681785,0.515
decel_0.7_to_0.5,decel,0.86,1797440,0.5,0.43516484237122866,0.5730522274971008,0.0,1,0,0,0.06480001585068312,0.515
decel_0.7_to_0.5,decel,0.88,1797441,0.5,0.43530212509928673,0.5733673572540283,0.0,1,0,0,0.06483515762877134,0.515
decel_0.7_to_0.5,decel,0.9,1797442,0.5,0.4355769755006043,0.5735353231430054,0.0,1,0,0,0.06469787490071327,0.515
decel_0.7_to_0.5,decel,0.92,1797443,0.5,0.43596059260975195,0.5735851526260376,0.0,1,0,0,0.06442302449939569,0.515
decel_0.7_to_0.5,decel,0.9400000000000001,1797444,0.5,0.436429277621175,0.5735408663749695,0.0,1,0,0,0.06403940739024805,0.515
decel_0.7_to_0.5,decel,0.96,1797445,0.5,0.4369633847803054,0.5734221935272217,0.0,1,0,0,0.063570722378825,0.515
decel_0.7_to_0.5,decel,0.98,1797446,0.5,0.4375469877237156,0.5732455849647522,0.0,1,0,0,0.06303661521969461,0.515
decel_0.7_to_0.5,decel,1.0,1797447,0.5,0.4381668303512908,0.5730242729187012,0.0,1,0,0,0.062453012276284414,0.515
decel_0.7_to_0.5,decel,1.02,1797448,0.5,0.43881227915082566,0.5727695226669312,0.0,1,0,0,0.06183316964870922,0.515
decel_0.7_to_0.5,decel,1.04,1797449,0.5,0.43947441725169556,0.5724900960922241,0.0,1,0,0,0.06118772084917434,0.515
decel_0.7_to_0.5,decel,1.06,1797450,0.5,0.4401464258824877,0.5721935629844666,0.0,1,0,0,0.06052558274830444,0.515
decel_0.7_to_0.5,decel,1.08,1797451,0.5,0.44082258295017474,0.5718857049942017,0.0,1,0,0,0.0598535741175123,0.515
decel_0.7_to_0.5,decel,1.1,1797452,0.5,0.441498358504425,0.571571409702301,0.0,1,0,0,0.059177417049825265,0.515
decel_0.7_to_0.5,decel,1.12,1797453,0.5,0.4421701762598662,0.5712543725967407,0.0,1,0,0,0.05850164149557502,0.515
decel_0.7_to_0.5,decel,1.1400000000000001,1797454,0.5,0.4428353182339978,0.5709378123283386,0.0,1,0,0,0.05782982374013379,0.515
decel_0.7_to_0.5,decel,1.16,1797455,0.5,0.44349159096534774,0.5706239342689514,0.0,1,0,0,0.0571646817660022,0.515
decel_0.7_to_0.5,decel,1.18,1797456,0.5,0.4441374685600764,0.5703147649765015,0.0,1,0,0,0.05650840903465226,0.515
decel_0.7_to_0.5,decel,1.2,1797457,0.5,0.4447716158934445,0.570011556148529,0.0,1,0,0,0.05586253143992359,0.515
decel_0.7_to_0.5,decel,1.22,1797458,0.5,0.44539346077483943,0.5697154998779297,0.0,1,0,0,0.055228384106555506,0.515
decel_0.7_to_0.5,decel,1.24,1797459,0.5,0.44600224022990786,0.5694272518157959,0.0,1,0,0,0.054606539225160566,0.515
decel_0.7_to_0.5,decel,1.26,1797460,0.5,0.44659776353200276,0.5691473484039307,0.0,1,0,0,0.053997759770092135,0.515
decel_0.7_to_0.5,decel,1.28,1797461,0.5,0.44717974457041604,0.5688761472702026,0.0,1,0,0,0.053402236467997244,0.515
decel_0.7_to_0.5,decel,1.3,1797462,0.5,0.44774827872801487,0.5686138272285461,0.0,1,0,0,0.05282025542958396,0.515
decel_0.7_to_0.5,decel,1.32,1797463,0.5,0.44830346139700533,0.5683605074882507,0.0,1,0,0,0.05225172127198513,0.515
decel_0.7_to_0.5,decel,1.34,1797464,0.5,0.44884538792068485,0.5681160688400269,0.0,1,0,0,0.05169653860299467,0.515
decel_0.7_to_0.5,decel,1.36,1797465,0.5,0.4493743444253348,0.5678805112838745,0.0,1,0,0,0.051154612079315154,0.515
decel_0.7_to_0.5,decel,1.3800000000000001,1797466,0.5,0.44989061701278155,0.5676536560058594,0.0,1,0,0,0.050625655574665196,0.515
decel_0.7_to_0.5,decel,1.4000000000000001,1797467,0.5,0.45039453947232133,0.5674353241920471,0.0,1,0,0,0.050109382987218454,0.515
decel_0.7_to_0.5,decel,1.42,1797468,0.5,0.45088644557926705,0.5672252178192139,0.0,1,0,0,0.04960546052767867,0.515
decel_0.7_to_0.5,decel,1.44,1797469,0.5,0.4513666214614235,0.5670232176780701,0.0,1,0,0,0.04911355442073295,0.515
decel_0.7_to_0.5,decel,1.46,1797470,0.5,0.451835591628333,0.5668290257453918,0.0,1,0,0,0.04863337853857652,0.515
decel_0.7_to_0.5,decel,1.48,1797471,0.5,0.45229354681904665,0.5666423439979553,0.0,1,0,0,0.04816440837166702,0.515
decel_0.7_to_0.5,decel,1.5,1797472,0.5,0.45274086851133843,0.5664629936218262,0.0,1,0,0,0.047706453180953345,0.515
decel_0.7_to_0.5,decel,1.52,1797473,0.5,0.45317803353111163,0.5662906765937805,0.0,1,0,0,0.047259131488661565,0.515
decel_0.7_to_0.5,decel,1.54,1797474,0.5,0.4536052803227091,0.5661251544952393,0.0,1,0,0,0.046821966468888365,0.515
decel_0.7_to_0.5,decel,1.56,1797475,0.5,0.4540228949661523,0.5659661293029785,0.0,1,0,0,0.04639471967729092,0.515
decel_0.7_to_0.5,decel,1.58,1797476,0.5,0.45443121127872627,0.565813422203064,0.0,1,0,0,0.04597710503384772,0.515
decel_0.7_to_0.5,decel,1.6,1797477,0.5,0.45483061071256126,0.5656668543815613,0.0,1,0,0,0.045568788721273734,0.515
decel_0.7_to_0.5,decel,1.62,1797478,0.5,0.45522133169601375,0.5655261278152466,0.0,1,0,0,0.045169389287438744,0.515
decel_0.7_to_0.5,decel,1.6400000000000001,1797479,0.5,0.4556037080047358,0.5653910636901855,0.0,1,0,0,0.04477866830398625,0.515
decel_0.7_to_0.5,decel,1.6600000000000001,1797480,0.5,0.45597802575988233,0.5652613639831543,0.0,1,0,0,0.04439629199526418,0.515
decel_0.7_to_0.5,decel,1.68,1797481,0.5,0.45634442798089864,0.5651369094848633,0.0,1,0,0,0.04402197424011767,0.515
decel_0.7_to_0.5,decel,1.7,1797482,0.5,0.45670329617187244,0.5650175213813782,0.0,1,0,0,0.04365557201910136,0.515
decel_0.7_to_0.5,decel,1.72,1797483,0.5,0.4570548210438826,0.5649030208587646,0.0,1,0,0,0.04329670382812756,0.515
decel_0.7_to_0.5,decel,1.74,1797484,0.5,0.4573991456759896,0.5647931694984436,0.0,1,0,0,0.04294517895611738,0.515
decel_0.7_to_0.5,decel,1.76,1797485,0.5,0.4577366992131232,0.5646879076957703,0.0,1,0,0,0.042600854324010395,0.515
decel_0.7_to_0.5,decel,1.78,1797486,0.5,0.4580675770248933,0.5645869374275208,0.0,1,0,0,0.04226330078687679,0.515
decel_0.7_to_0.5,decel,1.8,1797487,0.5,0.45839187447491614,0.5644901990890503,0.0,1,0,0,0.04193242297510669,0.515
decel_0.7_to_0.5,decel,1.82,1797488,0.5,0.4587100207141165,0.5643976330757141,0.0,1,0,0,0.04160812552508386,0.515
decel_0.7_to_0.5,decel,1.84,1797489,0.5,0.45902206342247104,0.5643088817596436,0.0,1,0,0,0.041289979285883516,0.515
decel_0.7_to_0.5,decel,1.86,1797490,0.5,0.4593281456550614,0.5642239451408386,0.0,1,0,0,0.04097793657752896,0.515
decel_0.7_to_0.5,decel,1.8800000000000001,1797491,0.5,0.45962845814861053,0.5641427636146545,0.0,1,0,0,0.040671854344938585,0.515
decel_0.7_to_0.5,decel,1.9000000000000001,1797492,0.5,0.4599231916493314,0.5640650987625122,0.0,1,0,0,0.04037154185138947,0.515
decel_0.7_to_0.5,decel,1.92,1797493,0.5,0.46021253687246916,0.5639909505844116,0.0,1,0,0,0.040076808350668625,0.515
decel_0.7_to_0.5,decel,1.94,1797494,0.5,0.46049649381319646,0.5639200806617737,0.0,1,0,0,0.03978746312753084,0.515
decel_0.7_to_0.5,decel,1.96,1797495,0.5,0.4607753009246732,0.5638524889945984,0.0,1,0,0,0.03950350618680354,0.515
decel_0.7_to_0.5,decel,1.98,1797496,0.5,0.4610491966067839,0.563788115978241,0.0,1,0,0,0.039224699075326774,0.515
decel_0.7_to_0.5,decel,2.0,1797497,0.5,0.4613181331649015,0.5637266635894775,0.0,1,0,0,0.038950803393216105,0.515
